affiliation,num_papers,num_authors,is_chinese_affiliation
"Southeast University, China",5,5,True
"Peking University; Kling Team, Kuaishou Technology",5,6,True
Oxford University,5,6,False
Databricks,5,8,False
Oxford,5,5,False
"The University of Hong Kong; OpenGVLab, Shanghai AI Laboratory",5,5,True
"Peking University, Shenzhen Graduate School",5,8,True
Shenzhen MSU-BIT University,5,3,True
TUM,5,14,False
Intel Corporation,5,16,False
AI Geeks,5,7,False
"The University of Hong Kong; ARC Lab, Tencent PCG",5,4,True
"King’s College London, UK",5,12,False
"Pattern Recognition Center, WeChat AI, Tencent Inc",5,12,True
Independent researcher,5,4,False
"Institute of Artificial Intelligence (TeleAI), China Telecom",5,17,True
"DAMO Academy, Alibaba Group, Singapore",5,6,True
National University of Defense Technology,5,12,False
Unbabel,5,8,False
PKU; QuantaAlpha,5,2,True
TAMU,5,5,False
"National Key Laboratory for Multimedia Information Processing, School of Computer Science, Peking University",5,10,True
360 AI Research,5,21,False
Beijing Academy of Artificial Intelligence; Peking University,5,4,True
"School of Artificial Intelligence, University of Chinese Academy of Sciences",5,7,True
DeepMind,5,43,False
Mila - Quebec AI Institute,5,8,False
"GVC Lab, Great Bay University",5,1,False
Astribot,5,2,False
University of Trento; Fondazione Bruno Kessler,5,2,False
MiroMind,5,6,False
"Inclusion AI, Ant Group",5,4,False
"MMLab, CUHK; Shanghai AI Laboratory",5,6,True
"The University of Hong Kong, Hong Kong, China",5,10,True
ByteDance Seed; Carnegie Mellon University,5,6,True
Samsung Research America,5,14,False
UESTC,5,16,False
"School of Computing and Data Science, The University of Hong Kong",5,7,False
University of Washington; Google Research,5,6,False
SenseTime Group,5,2,True
Google LLC,5,46,False
Beijing Academy of Artificial Intelligence (BAAI),5,16,True
"SnT, University of Luxembourg",5,12,False
Nota Inc.,5,13,False
"Department of Computer Science, Cornell University",5,11,False
Zhejiang University; Alibaba Group,5,5,True
Amazon Research,5,7,False
UC Berkeley; Google DeepMind,5,5,False
University of Helsinki,5,6,False
Tsinghua University; ByteDance Seed,5,9,True
Cardiff University,5,3,False
University of Bologna,5,3,False
"Department of Computer Science, University of Copenhagen",5,9,False
InstantX Team,5,9,False
"Tencent AI Lab, Bellevue, WA",5,14,True
"AWorld Team, Inclusion AI",5,25,False
Lingnan University,5,5,False
Shanghai Jiao Tong University; SII; Generative AI Research Lab (GAIR),5,9,True
HKUST (Guangzhou),5,7,True
"Sakana AI, Japan",5,8,False
Zhejiang University; National University of Singapore,5,5,True
Google Research; UC Berkeley,5,4,False
ECNU,5,5,False
"University of North Carolina, Chapel Hill",5,8,False
CUHK MMLab; Shanghai AI Laboratory,5,4,True
University of Geneva,5,6,False
Yale,5,5,False
"ETH Zürich, Switzerland",5,13,False
"AIRI, Moscow, Russia",5,6,False
Shanghai University of Finance and Economics,5,24,True
Salesforce AI,5,18,False
Aarhus University,5,12,False
Ant Group; Westlake University,5,4,False
Huawei Technologies,5,16,True
Linköping University,5,4,False
Flatiron Institute,5,11,False
"Institute for Advanced Algorithms Research, Shanghai, China",5,9,True
University of Illinois at Chicago,5,11,False
Princeton,5,5,False
"Qwen DianJin Team, Alibaba Cloud Computing",5,8,True
Meituan Inc.,5,19,False
KU Leuven,5,6,False
SCUT,5,5,False
SMU,5,8,False
All Hands AI,5,3,False
Snap Inc.; UC Merced,5,1,False
"Google, Paradigms of Intelligence Team",5,18,False
Tsinghua Shenzhen International Graduate School,5,4,True
NVIDIA Corporation,5,24,False
Zhejiang Lab,5,6,True
Luma AI,5,5,False
Technical University of Munich; Munich Center for Machine Learning,5,7,False
"School of Computer Science, Fudan University, Shanghai, China",5,16,True
SJTU; Shanghai AI Laboratory,5,4,True
Netflix,5,10,False
"ETH Zurich, Zurich, Switzerland",5,12,False
"University of Maryland, Baltimore County",5,4,False
Huawei Poisson Lab,5,6,True
SUFE,5,16,False
MediaTek Research,5,11,False
"Microsoft, USA",5,18,False
Shanghai Jiaotong University; Shanghai AI Laboratory,5,7,True
Shanghai Jiao Tong University; Shanghai Artificial Intelligence Laboratory; Generative AI Research Lab (GAIR),5,1,True
Hunan University,5,9,False
Tencent AI Seattle Lab,5,7,True
Ant Group; Zhejiang University,5,8,True
Yale NLP Lab,5,13,False
Donghua University,5,2,False
"ReLER, CCAI, Zhejiang University",5,12,True
"Institute of Automation, Chinese Academy of Sciences; University of Chinese Academy of Sciences",5,14,True
WeChat AI,5,14,False
"Gaoling School of Artificial Intelligence, Renmin University of China; Beijing Key Laboratory of Research on Large Models and Intelligent Governance; Engineering Research Center of Next-Generation Intelligent Search and Recommendation, MOE",5,13,True
Shanghai Innovation Institute; Shanghai AI Laboratory,5,6,True
Peng Cheng Laboratory,5,6,False
"Intelligent Creation Team, ByteDance",5,28,True
University of Science and Technology Beijing,5,4,True
GigaAI; Tsinghua University,5,3,True
Shanghai Jiao Tong University; Infinigence AI,5,1,True
"ShanghaiTech University, China",5,10,True
Tencent; Tsinghua University,5,5,True
"Intelligent Creation, ByteDance",5,23,True
"Max Planck Institute for Intelligent Systems, Tübingen, Germany",5,11,False
Warsaw University of Technology,5,5,False
Samaya AI,5,5,False
"Max Planck Institute for Intelligent Systems, Germany",5,10,False
University of Cambridge; The Alan Turing Institute,5,1,False
"StatNLP Research Group, Singapore University of Technology and Design",5,6,False
Dolby Labs,5,1,False
"Nanyang Technological University, Singapore, Singapore",5,7,False
"East China Normal University, Shanghai, China",5,11,True
SHI Labs @ Georgia Tech,5,7,False
Hong Kong University of Science and Technology (Guangzhou); Hong Kong University of Science and Technology,5,11,True
The University of North Carolina at Chapel Hill,5,5,False
Dolby Laboratories,5,16,False
Contextual AI; Stanford University,5,4,False
ISTA,5,10,False
"Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, China; Beijing Key Laboratory of Research on Large Models and Intelligent Governance; Engineering Research Center of Next-Generation Intelligent Search and Recommendation, MOE",5,5,True
"Multimedia Laboratory, The Chinese University of Hong Kong",5,16,True
"Tsinghua University; OpenGVLab, Shanghai AI Laboratory",5,4,True
Lancaster University,5,6,False
Shanghai Innovation Institute; Shanghai Jiao Tong University,5,5,True
Qiyuan Tech,5,24,False
"City University of Hong Kong, China",5,8,True
Eindhoven University of Technology,5,9,False
"Department of Automation, Tsinghua University, China",5,11,True
University of Aberdeen,5,10,False
Penn State University,5,10,False
Tsinghua University; Tencent,5,5,True
"College of Computer Science and Technology, Zhejiang University, Hangzhou, China",4,6,True
"The Hong Kong University of Science and Technology (Guangzhou), China",4,15,True
University of Illinois Urbana–Champaign,4,10,False
UNC,4,7,False
Tufts University,4,7,False
"Data Science Group, University of Hamburg",4,2,False
"Beijing Academy of Artificial Intelligence, Beijing, China",4,14,True
"City University of Hong Kong, Hong Kong SAR, China",4,8,True
"Queen’s University, Canada",4,4,False
"PaddlePaddle Team, Baidu Inc.",4,30,True
Harbin Institute of Technology; Zhongguancun Academy,4,5,True
"Sony AI, Tokyo, Japan",4,7,False
"The Knowledge Engineering Group (KEG), Tsinghua University",4,4,True
UMich,4,7,False
Shanghai AI Lab; The University of Hong Kong,4,3,True
M-A-P; University of Manchester,4,4,False
"University of Chinese Academy of Sciences; Institute of Automation, Chinese Academy of Sciences",4,7,True
BeingBeyond,4,3,False
Fudan University; StepFun,4,5,True
"Chinese University of Hong Kong, Shenzhen",4,6,True
SEU,4,4,False
MSRA,4,7,False
Google DeepMind; University College London,4,3,False
SII; SJTU; GAIR,4,10,True
Google DeepMind; University of Toronto,4,4,False
"State Key Laboratory for Novel Software Technology, Nanjing University; Shanghai AI Lab",4,1,True
University of Exeter,4,2,False
Cohere for AI Community,4,7,False
"Dalian University of Technology, China",4,27,True
"Shanghai AI Laboratory, China",4,3,True
Ritzz-AI,4,2,False
Beijing Institute for General Artificial Intelligence,4,4,True
Tsinghua University; NVIDIA,4,3,True
Show Lab,4,10,False
China Agricultural University,4,4,True
Institut Teknologi Bandung,4,9,False
Cohere For AI Community,4,25,False
Qatar Computing Research Institute,4,2,False
Stanford University; Amazon GenAI,4,1,False
University of Washington; NVIDIA,4,4,False
UR,4,2,False
SJTU; GAIR,4,9,True
"Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China; University of Chinese Academy of Sciences, Beijing, China",4,11,True
Beijing Innovation Center of Humanoid Robotics,4,14,True
"Department of Computer Science, Brown University",4,7,False
"Stanford University, USA; Amazon GenAI, USA",4,2,False
Tsinghua University; Infinigence AI,4,4,True
"University of Wisconsin, Madison",4,2,False
University of Hamburg,4,4,False
Cerebras Systems,4,18,False
University of Groningen,4,5,False
Snowflake,4,7,False
"Chinese Information Processing Laboratory, Institute of Software, Chinese Academy of Sciences, Beijing, China",4,7,True
Ben Gurion University,4,6,False
The University of HongKong,4,12,False
Meituan LongCat Team,4,22,False
Google Cloud AI,4,10,False
"Department of Artificial Intelligence, Yonsei University",4,21,False
Indiana University,4,6,False
Shanda AI Research Tokyo,4,13,False
"San Francisco, CA",4,2,False
Rensselaer Polytechnic Institute,4,5,False
"ReLER Lab, CCAI, Zhejiang University",4,10,True
HKUST; HKUST(GZ),4,5,False
Max Planck Institute for Intelligent Systems; ELLIS Institute Tübingen; Tübingen AI Center,4,1,False
"MIT-IBM Watson AI Lab, IBM Research",4,5,False
Google DeepMind; Brown University,4,3,False
Li Auto,4,18,False
"University of Oxford, UK",4,3,False
"Institute of Information Engineering, Chinese Academy of Sciences",4,3,True
University of Oslo,4,11,False
Microsoft Research Asia; Shanghai Jiao Tong University,4,5,True
"University of Alberta, Canada",4,6,False
"Peking University, Shenzhen Graduate School; Rabbitpre AI",4,11,True
Mila - Quebec AI Institute; McGill University,4,8,False
Salesforce,4,9,False
"University of Science and Technology of China, China",4,12,True
Peking University; BeingBeyond,4,5,True
"Max Planck Institute for Intelligent Systems, Tübingen",4,9,False
The University of Queensland,4,3,False
"Max Planck Institute for Informatics, SIC",4,6,False
UCAS; QuantaAlpha,4,3,False
MIT; Tsinghua University,4,6,True
"Max Planck Institute for Informatics, Saarland Informatics Campus",4,9,False
The University of Melbourne,4,3,False
ByteDance Seed; Stanford University,4,2,True
ByteDance Seed; Shanghai Jiao Tong University,4,6,True
Peking University; Peng Cheng Laboratory,4,2,True
Galbot,4,4,False
"The University of Tokyo, Japan",4,6,False
Samsung Research,4,10,False
Microsoft Semantic Machines,4,11,False
Squirrel Ai Learning,4,2,False
UCL,4,2,False
Bytedance Intelligent Creation,4,22,True
MMLab @ CUHK,4,5,False
The University of Texas at Dallas,4,4,False
"University of Surrey, UK",4,6,False
DeepLang AI,4,2,False
Skoltech; HSE University,4,2,False
LightOn,4,10,False
University of California Berkeley,4,8,False
Google DeepMind; University of Alberta,4,1,False
University of Maryland College Park,4,9,False
HIT,4,7,False
"Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",4,16,True
Lossfunk,4,5,False
Institute of Science and Technology Austria,4,7,False
Ubiquant,4,11,False
Sber AI,4,14,False
LLM-Core Xiaomi,4,17,True
SYSU,4,2,False
Stanford University; Google Research,4,3,False
"Tsinghua Shenzhen International Graduate School, Tsinghua University, China",4,7,True
UMD,4,7,False
"College of Intelligence and Computing, Tianjin University, Tianjin, China",4,5,True
"Manipal University Jaipur, India",4,3,False
"Center for Research in Computer Vision, University of Central Florida",4,12,False
Meta Superintelligence Labs; New York University,4,4,False
"Robotics Institute, Carnegie Mellon University",4,11,False
SUTD,4,5,False
MediaTek Inc.,4,3,False
Tohoku University,4,4,False
"Institute for Interdisciplinary Information Sciences, Tsinghua University",4,9,True
University of Toronto & Vector Institute,4,5,False
Google Research; The Hebrew University of Jerusalem,4,5,False
"Microsoft Research Asia, Beijing, China",4,11,True
CUHKSZ,4,8,False
"Google DeepMind, Mountain View, CA, USA",4,13,False
University of Basel,4,4,False
Boston University; Runway,4,1,False
"School of Software, Tsinghua University",4,6,True
"Paul G. Allen School of Computer Science & Engineering, University of Washington; Allen Institute for Artificial Intelligence",4,6,False
"University of Massachusetts, Amherst",4,16,False
"DBMI, HMS, Harvard University",4,1,False
University of Michigan; LG AI Research,4,1,False
Saarland University,4,6,False
"Columbia University, USA",4,8,False
"Columbia University, New York, NY, USA",4,5,False
"University of Trento, Trento, Italy",4,9,False
University of Melbourne,4,3,False
"MiLM Plus, Xiaomi Inc.",4,7,True
"Department of Computer Sciences, University of Wisconsin-Madison",4,10,False
TCS Research,4,3,False
Sea AI Lab; NUS,4,5,False
"INSAIT, Sofia University ""St. Kliment Ohridski""",4,5,False
"Adobe, USA",4,9,False
Noah’s Ark Lab,4,10,False
ISTA & Red Hat AI,4,2,False
Nanjing University; Shanghai Artificial Intelligence Laboratory,4,4,True
Technical University of Denmark,4,4,False
AIRI; HSE University,4,5,False
"EPIC Lab, SJTU",4,8,True
Shanghai Innovation Institute; Zhejiang University,4,4,True
Korea Advanced Institute of Science and Technology (KAIST),4,12,False
Kaggle,4,7,False
Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),4,17,False
IIT Madras,4,4,False
Hong Kong University of Science and Technology; Shanghai Artificial Intelligence Laboratory,4,4,True
AIRI; Sber AI; ISP RAS Research Center for Trusted AI,4,1,False
"Tencent AI Lab, Shenzhen, China",4,11,True
"KTH Royal Institute of Technology, Stockholm, Sweden",4,11,False
IIT Delhi,4,5,False
AIWaves Inc.,4,54,False
