affiliation,num_papers
University of Massachusetts Amherst; MIT-IBM Watson AI Lab,2
"MetastoneTechnology, Beijing, China",2
"Google, Paradigms of Intelligence Team; Santa Fe Institute",2
Megagon Labs,2
"Google, USA; Stanford University",2
Ubisoft La Forge,2
RWKV Project (under Linux Foundation AI & Data); EleutherAI,2
"Qwen Team, Alibaba Group; Zhejiang University",2
"Carnegie Mellon University, United States",2
MetaGPT,2
HITSZ,2
Massachusetts General Hospital,2
"College of Engineering and Computer Science, VinUniversity",2
HFUT,2
Meta; University of Maryland,2
"Meta; University of Maryland, College Park",2
Polymathic AI; Flatiron Institute; New York University; Princeton University,2
Meta; University of Southern California,2
"Qwen Large Model Application Team, Alibaba",2
"Massachusetts General Hospital and Harvard Medical School, Boston, MA, USA",2
Polymathic AI; Flatiron Institute,2
Massachusetts General Hospital and Harvard Medical School,2
"University of Maryland, College Park, MD, USA",2
"University of Maryland, College Park, Maryland, USA",2
"University of Maryland, College Park; Microsoft",2
Carnegie Mellon University; Nvidia,2
Carnegie Mellon University; Mohamed bin Zayed University of Artificial Intelligence,2
Google Research; Tel-Aviv University,2
"University of Amsterdam, Netherlands",2
HIT; Shanghai AI Laboratory,2
Unaffiliated,2
"DAMO Academy, Alibaba Group; Nanyang Technological University",2
Google Inc.,2
HCMUT,2
"University of Mannheim, Germany",2
Skywork AI; Nanyang Technological University,2
SpeakLeash; ACK Cyfronet AGH,2
"Rensselaer Polytechnic Institute, USA",2
"Platform and Content Group, Tencent",2
"Skywork AI, Singapore",2
H Company,2
"Microsoft Corporation, Redmond, WA 98052, USA",2
HKU; Tongyi Lab,2
Cambridge,2
"Google LLC, Mountain View, CA, USA",2
Microsoft Gen AI,2
"California State University, USA",2
Medical AI Research Center (MedARC),2
SpeakLeash; Azurro,2
"Computer Engineering Department, Sharif University of Technology, Tehran, Iran",2
Microsoft Health Futures,2
"Center for Agrarian Studies, Bandung Institute of Technology, Bandung, West Java 40132, Indonesia; Spatial Systems and Cadaster Research Group, Bandung Institute of Technology, Bandung, West Java 40132, Indonesia",2
"College of William & Mary, USA",2
Picsart AI Research (PAIR); UT Austin,2
"Research Institute of Computing and Intelligence, Harbin Institute of Technology, Shenzhen",2
Sookmyung Women’s University,2
"DAMO Academy, Alibaba Group; Hupan Lab, Hangzhou, China",2
Southwestern University of Finance and Economics,2
UW–Madison,2
"Carnegie Mellon University, Language Technologies Institute",2
Manycore Tech Inc.,2
Uber,2
"UXO Team, Intelligent Creation Lab, ByteDance",2
"R&D Department, SALUTEDEV",2
"Skywork Team, Kunlun Inc.",2
"PleIAs, Paris, France",2
"Sorbonne Université, CNRS, ISIR, Paris",2
"Carnegie Mellon University, Pittsburgh",2
"Computer Network Information Center, Chinese Academy of Sciences, Beijing, China",2
"Microsoft Azure AI, Redmond",2
"H2O.ai, Inc., Mountain View, CA",2
Captions,2
HKU MMLab; Shanghai AI Lab,2
SpeakLeash,2
H2O.ai,2
"MiLM Plus, Xiaomi Inc",2
"DAMO Academy, Alibaba Group; Hupan Lab; Fudan University",2
"School of Software, Tsinghua University; BNRist, Tsinghua University; Hangzhou Zhuoxi Institute of Brain and Intelligence",1
Shanghai Artificial Intelligence Lab,1
"SenseTime Research; S-Lab, Nanyang Technological University",1
"School of Software, Tsinghua University; BNRist, Tsinghua University",1
"School of Software, Tsinghua University, Beijing, China; Baidu Inc., Beijing, China",1
"School of Vehicle and Mobility & College of AI, Tsinghua University",1
"Shanghai Artificial Intelligence Laboratory, China; Shanghai Mental Health Center, Shanghai Jiao Tong University School of Medicine, China",1
SenseTime Research; Shanghai AI Laboratory; Tsinghua University,1
Shanghai AI Laboratory; Xiamen University,1
"SenseTime Research; S-Lab, Nanyang Technological University; Shanghai AI Laboratory",1
"Shanghai Artificial Intelligence Laboratory, China; Sensetime Research, China",1
"School of Economics, University of Edinburgh",1
SenseTime Research; Xi’an Jiaotong University,1
"School of Statistics and Data Science, Shanghai University of Finance and Economics, China; Qinghai Provincial Key Laboratory of Big Data in Finance and Artificial Intelligence Application Technology, Qinghai Institute of Technology, China",1
"Shanghai Artificial Intelligence Laboratory, OpenDataLab, OpenDataArena",1
SenseTime Research; Tsinghua University,1
SenseTime Research; The University of Tokyo,1
"School of Statistics and Data Science, Shanghai University of Finance and Economics, China",1
"SenseTime Research; SKLCCSE, Beihang University",1
"Shanghai Artificial Intelligence Laboratory, OpenDataLab, OpenDataArena; Hong Kong University of Science and Technology",1
"School of Statistics, East China Normal University, Shanghai, China",1
"School of Economics, Shanghai University of Finance and Economics, China",1
Shanghai Academy of AI for Science,1
SenseTime Research; The Chinese University of Hong Kong,1
"School of Electrical Engineering and Computer Science, Washington State University, Pullman, WA 99164, USA",1
"School of Electrical Engineering, Korea Advanced Institute of Science and Technology",1
"School of Transportation and Civil Engineering, Nantong University",1
Shanghai Academy of Artificial Intelligence for Science; Fudan University,1
"School of Economics and Management, Guangxi Normal University",1
Shanghai AI Laboratory; Xidian University,1
Shanda AI Research; Shanghai Innovation Institute; Nankai University,1
"Shanghai Artificial Intelligence Laboratory, OpenDataLab; Peking University",1
"School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University, Shenzhen 518107, China",1
"School of Control Science and Engineering, Shandong University, Jinan, China",1
"SeaVantage, Seoul 06120, Republic of Korea",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Shanghai Innovation Institute, Shanghai, China; Nankai University, Tianjin, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Shanghai Innovation Institute, Shanghai, China; Nanjing University, Nanjing, China",1
"School of Creative Media, City University of Hong Kong",1
"School of Creative Media, City University of Hong Kong, Hong Kong, China",1
"School of Cyber Science and Engineering, Sichuan University, Chengdu, China; Key Laboratory of Data Protection and Intelligent Management (Sichuan University), Ministry of Education, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Shanghai Innovation Institute, Shanghai, China",1
"Sea AI Lab, Singapore; Tsinghua University",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; School of Computer Science, Northwestern Polytechnical University, Xi’an, China",1
"School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University",1
"Search Application Department, Tencent CSIG",1
"Search Applications Department, Tencent, Beijing, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Peking University, Beijing, China",1
SeaAI Lab,1
"School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",1
"Sea AI Lab, Singapore; The Hong Kong University of Science and Technology",1
"Seattle, Apple, USA",1
"Sea AI Lab, Singapore; Singapore Management University",1
Second Nature AI,1
"School of Cyber Science and Technology, Shenzhen Campus, Sun Yat-sen University, Shenzhen 518107, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Harbin Institute of Technology, Shenzhen, China",1
"Sea AI Lab, Singapore; School of Computing, National University of Singapore",1
"School of Cyber Science and Technology, Sun Yat-sen University, Shenzhen, China",1
Security & Trust Organization – Cisco Systems Inc.,1
"School of Cyber Science and Technology, University of Science and Technology of China; CAS Key Laboratory of Electromagnetic Space Information",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; East China Normal University, Shanghai, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Beijing Institute of Technology, Beijing, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; The Chinese University of Hong Kong, Hong Kong, China",1
"School of Continuing Education, Xi’an Jiaotong University, Xi’an, China; Shaanxi Province Key Laboratory of Big Data Knowledge Engineering, Xi’an Jiaotong University, Xi’an, China",1
"School of Cybersecurity, Tianjin University, China",1
Shanghai Artificial Intelligence Laboratory; Chinese University of Hong Kong; Shenzhen Loop Area Institute,1
Shanghai Artificial Intelligence Laboratory; Nankai University,1
Sea AI Lab; Oxford,1
Shanghai Artificial Intelligence Laboratory; Hong Kong University of Science and Technology (Guangzhou),1
Shanghai Artificial Intelligence Laboratory; Hong Kong University of Science and Technology,1
Sea AI Lab; SMU,1
"School of Computing, Australian National University, Canberra, Australia.",1
Shanghai Artificial Intelligence Laboratory; Fudan University; Shanghai Innovation Institute,1
"School of Computing, Binghamton University, Binghamton, NY, USA",1
"School of Computing, Korea Advanced Institute of Science and Technology",1
Sea AI Lab; SUTD,1
"Shanghai Artificial Intelligence Laboratory; Department of Electronic Engineering, Tsinghua University",1
Shanghai Artificial Intelligence Laboratory; Dalian University of Technology,1
"School of Computing, Macquarie University, Sydney, Australia",1
"School of Computing, National University of Singapore, 21 Lower Kent Ridge Road, Singapore 119077",1
"School of Computing, University of Georgia",1
Shanghai Artificial Intelligence Laboratory; Chinese University of Hong Kong,1
"Sea AI Lab, Singapore; Zhejiang University",1
"Sea AI Lab, Singapore; Washington University in St. Louis, MO, USA",1
Shanghai Artificial Intelligence Laboratory; Carnegie Mellon University,1
Sea AI Lab; UCAS; CASIA,1
"Sea AI Lab, Singapore; University of Oxford",1
"Sea AI Lab, Singapore; University of Chinese Academy of Sciences",1
Sea AI Lab; XLang Lab,1
"Shanghai Artificial Intelligence Laboratory; Beijing Advanced Innovation Center for Future Blockchain and Privacy Computing, Beihang University",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; University of Science and Technology of China, Hefei, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; Tsinghua University, Beijing, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; The University of Sydney, Sydney, Australia",1
"School of Computing, The University of Georgia, Athens, 30602, USA",1
"Seed Vision Team, ByteDance",1
"School of Data Science and Artificial Intelligence (Wenzhou University of Technology); Wenzhou, China",1
"School of Earth Sciences, Zhejiang University, Hangzhou, China",1
"School of computer science, Shanghai key laboratory of data science, Fudan University, China; Zhongshan PoolNet Technology Co., Ltd, Zhongshan Fudan Joint Innovation Center, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai 201112, China",1
"School of Data Science, and Fudan ISTBI—ZJNU Algorithm Centre for Brain-inspired Intelligence, Fudan University, China",1
Schoow University,1
"School of the Gifted Young, University of Science and Technology of China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai 200232, China",1
"School of ECE, National Technical University of Athens, Greece; Archimedes, Athena Research Center, Greece",1
"School of ECE, National Technical University of Athens, Greece; Centre for Digital Music, Queen Mary University of London, UK; Archimedes, Athena Research Center, Greece",1
"SenseTime Research, BeiJing, China",1
"SenseTime Research, Hong Kong",1
"School of ECE, National Technical University of Athens, Greece; Institute for Language and Speech Processing, Athena Research Center, Greece",1
"SenseTime Research, ShenZhen, China",1
"SenseTime Research, Singapore",1
"Shanghai Artificial Intelligence Laboratory, Shanghai 200000, China",1
"School of computer science, Shanghai key laboratory of data science, Fudan University, China",1
"School of Data Science, University of Science and Technology of China; State Key Laboratory of Cognitive Intelligence",1
"Shanghai Artificial Intelligence Laboratory, OpenDataLab; The University of Hong Kong",1
"SenseTime Research, Singapore, Singapore",1
"School of Zoology, Faculty of Life Sciences, Tel-Aviv University, 6997801, Tel-Aviv Israel",1
"School of ZhangJian, Nantong University; School of Automation, Southeast University",1
"Shanghai Artificial Intelligence Laboratory, OpenDataLab; Shanghai Jiao Tong University",1
"School of EIC, Huazhong University of Science & Technology; ARC Lab, Tencent PCG",1
"School of EIC, Huazhong University of Science & Technology; Beijing Academy of Artificial Intelligence",1
SenseTime Research; Beihang University,1
"School of ZhangJian, Nantong University",1
"School of EIC, Huazhong University of Science & Technology; Horizon Robotics",1
"School of EIC, Huazhong University of Science & Technology; Institute of Artificial Intelligence, Huazhong University of Science & Technology",1
"SenseTime Research; Institute of Automation, CAS",1
"School of Vehicle and Mobility & College of AI, Tsinghua University; Didi Voyager Labs, DiDi Autonomous Driving",1
"Science Institute & Faculty of Physical Sciences, University of Iceland, 107 Reykjavík, Iceland",1
"School of Data Science, USTC & State Key Laboratory of Cognitive Intelligence",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, China; AI Thrust, HKUST(GZ), Guangzhou, China",1
"School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-SZ)",1
"School of Data Science and Engineering, East China Normal University",1
"School of Data Science, Fudan University, Shanghai, China; Shanghai Innovation Institute, Shanghai, China",1
"School of Data Science, Fudan University, Shanghai, China; Shanghai Innovation Institute, Shanghai, China; Institute of Trustworthy Embodied AI, Fudan University, Shanghai, China; ISTBI–ZJNU Algorithm Centre for Brain-inspired Intelligence, Zhejiang Normal University, Jinhua, China",1
"School of Data Science, Fudan University; Ant Group",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, 200232, China; Schools of Computer Science, Fudan University, Shanghai, 200433, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, 200232, China; School of Computer Science, Wuhan University, Wuhan, 430072, China",1
"School of Data Science, Fudan University; Logos Robotics",1
Scuola Normale Superiore di Pisa,1
"Shanghai Artificial Intelligence Laboratory, Shanghai, 200232, China; Qing Yuan Research Institute, SEIEE, Shanghai Jiao Tong University, Shanghai, 200240, China",1
"Shanghai Artificial Intelligence Laboratory, Shanghai, 200232, China; Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Hong Kong, China",1
